1010.94,130,121
1015.18,129,119
1019.4,129,119
1023.6,130,121
1027.81,129,121
1032.02,128,120
1036.26,128,122
1040.49,128,121
1044.71,128,123
1048.91,128,122
1053.12,129,123
1057.33,129,123
1061.54,130,119
1065.77,131,123
1069.99,129,122
1074.21,132,120
1078.42,130,121
1082.64,131,121
1086.9,130,120
1091.11,129,121
1095.34,129,120
1099.57,128,127
1103.81,127,122
1108.02,127,122
1112.22,129,122
1116.42,130,122
1120.64,127,120
1124.87,130,125
1129.1,132,121
1133.34,129,124
1137.54,130,120
1141.76,129,119
1145.97,130,126
1150.17,127,124
1154.39,130,122
1158.6,130,123
1162.85,129,120
1167.06,127,123
1171.27,129,119
1175.49,128,121
1179.79,128,116
1184.12,128,124
1188.35,129,120
1192.57,130,122
1196.79,130,121
1201.02,129,123
1205.22,130,125
1209.43,132,123
1213.63,131,121
1217.86,129,126
1222.07,132,122
1226.3,129,126
1230.52,129,121
1234.72,130,122
1238.92,130,121
1243.14,130,123
1247.36,129,126
1251.58,129,121
1255.8,129,120
1260.02,128,118
1264.3,129,120
1268.51,130,124
1272.72,127,122
1276.93,124,120
1281.15,121,102
1285.38,119,88
1289.61,121,75
1293.83,119,70
1298.04,120,67
1302.26,120,69
1306.47,120,68
1310.7,118,70
1314.91,121,73
1319.15,121,70
1323.35,119,74
1327.56,119,71
1331.77,122,71
1335.97,120,69
1340.21,119,68
1344.44,121,70
1348.68,119,68
1352.91,120,72
1357.11,120,67
1361.32,119,68
1365.55,118,73
1369.75,120,69
1373.98,119,69
1378.2,121,68
1382.42,120,69
1386.62,118,69
1390.83,120,69
1395.04,120,66
1399.29,121,72
1403.51,119,69
1407.72,119,70
1411.96,121,70
1416.2,118,71
1420.41,120,68
1424.61,121,68
1428.83,122,68
1433.04,120,68
1437.26,117,68
1441.48,120,67
1445.71,120,68
1449.95,118,67
1454.15,120,65
1458.35,119,66
1462.56,118,66
1466.77,120,68
1470.99,120,65
1475.23,121,65
1479.44,120,67
1483.67,118,65
1487.89,118,65
1492.09,119,68
1496.29,118,67
1500.5,118,67
1504.71,118,63
1508.93,116,67
1513.15,109,70
1517.37,99,72
1521.57,89,72
1525.77,80,73
1530,71,76
1534.22,63,80
1538.45,54,81
1542.65,49,84
1546.86,41,83
1551.07,43,83
1555.27,44,85
1559.49,45,80
1566.28,43,79
1570.53,43,82
1574.75,42,79
1578.96,41,82
1583.17,45,82
1587.38,43,83
1591.6,40,84
1595.81,43,83
1600.04,42,82
1604.25,42,80
1608.46,40,82
1612.67,40,82
1616.87,40,82
1621.08,43,80
1625.3,38,83
1629.52,43,81
1633.8,42,82
1638.01,42,82
1642.22,41,83
1646.42,43,82
1650.63,41,83
1654.85,43,82
1659.07,41,81
1663.3,41,81
1668.27,42,82
1672.47,43,82
1676.68,41,82
1680.89,41,81
1685.1,42,82
1689.31,41,82
1693.54,42,82
1697.77,43,81
1701.99,39,84
1706.19,39,84
1710.4,41,84
1714.59,41,88
1718.82,41,86
1723.05,42,82
1727.34,42,82
1731.55,41,85
1735.76,42,82
1739.97,39,82
1744.17,42,83
1748.38,40,82
1752.58,40,85
1756.8,40,83
1761.06,41,85
1765.31,41,84
1769.51,41,82
1773.72,40,88
1777.92,39,85
1782.14,40,84
1786.37,38,86
1790.59,42,83
1794.8,40,85
1799,42,85
1803.2,40,86
1807.4,40,84
1811.64,43,84
1815.88,40,84
1820.11,42,87
1824.31,44,89
1828.53,43,91
1832.73,45,90
1836.93,44,89
1841.14,44,97
1845.37,44,97
1849.64,35,154
1854.79,35,154
1859.56,35,154
1863.78,35,154
1867.98,35,154
1872.19,35,154
1876.52,62,207
1880.77,71,173
1885.01,77,159
1889.22,76,153
1893.42,77,160
1897.62,74,162
1901.83,75,173
1906.07,77,171
1910.29,77,177
1914.51,79,172
1918.73,81,169
1922.94,82,175
1927.17,82,176
1931.38,78,174
1935.72,82,175
1939.94,82,177
1944.19,82,175
1948.41,80,175
1952.63,81,173
1956.84,81,179
1961.1,82,179
1965.32,81,184
1969.53,80,173
1973.77,80,176
1978,84,174
1982.22,81,177
1986.44,80,174
1990.66,84,179
1994.86,85,181
1999.08,83,179
2003.29,85,179
2007.5,82,179
2011.74,84,171
2015.96,81,181
2020.18,80,180
2024.42,81,182
2028.63,86,181
2032.84,82,174
2037.1,81,181
2041.33,81,179
2045.55,83,186
2049.75,83,179
2053.95,83,182
2058.17,82,181
2062.38,82,183
2066.59,83,180
2070.79,82,178
2075.01,82,180
2079.24,81,180
2083.49,83,179
2087.72,82,179
2091.95,82,176
2096.17,79,181
2100.4,80,180
2104.63,74,198
2108.84,75,203
2113.04,79,206
2117.29,77,207
2121.51,78,195
2128.44,77,196
2132.67,75,197
2136.87,78,199
2141.09,79,201
2145.29,80,204
2149.49,77,196
2153.69,78,206
2157.92,77,203
2162.16,79,202
2166.38,77,204
2170.59,76,202
2174.81,78,202
2179.02,79,203
2183.23,79,208
2187.47,77,210
2191.69,76,205
2195.92,77,211
2200.13,75,208
2204.33,76,209
2208.54,76,206
2212.74,77,208
2216.95,79,203
2221.17,78,202
2225.41,78,203
2229.63,75,207
2236.59,74,201
2244.84,77,195
2253.33,77,197
2261.59,77,204
2270.05,77,204
2277.73,77,200
2281.95,78,205
2286.56,79,203
2290.78,76,200
2295,79,201
2299.21,77,203
2303.41,78,201
2307.61,77,203
2311.83,78,203
2316.04,76,201
2320.24,75,196
2324.44,79,197
2328.67,76,199
2332.92,76,191
2337.15,77,190
2341.36,78,187
2345.58,79,189
2349.81,77,193
2354.05,76,191
2358.26,80,193
2362.47,76,189
2366.67,78,191
2370.88,77,200
2375.1,78,194
2379.32,78,193
2386.45,79,190
2390.69,82,198
2394.94,80,197
2399.14,76,193
2403.34,80,202
2407.57,79,193
2411.81,80,177
2416.04,79,161
2420.25,82,152
2424.45,84,135
2428.65,82,122
2432.86,78,116
2437.07,80,101
2441.28,84,92
2445.51,84,88
2449.73,85,81
2453.94,86,77
2458.14,87,75
2462.34,86,77
2466.57,85,74
2470.78,87,75
2475.02,87,75
2480.87,87,79
2485.1,88,75
2489.31,87,75
2493.51,86,74
2498.04,87,72
2502.25,86,77
2506.47,88,73
2510.71,87,75
2514.94,88,72
2519.14,87,75
2523.36,86,74
2527.56,88,73
2531.78,86,75
2536.02,86,73
2540.24,88,76
2544.46,86,76
2548.68,85,75
2552.88,86,71
2557.1,86,74
2561.31,86,73
2565.52,87,73
2569.72,87,73
2573.92,85,73
2578.16,86,73
2582.39,86,75
2586.64,85,72
2590.85,88,72
2595.07,87,74
2599.32,87,72
2603.54,87,72
2607.75,86,72
2611.96,84,72
2616.16,87,76
2620.36,87,72
2624.58,88,73
2628.8,86,73
2633.02,85,70
2637.24,87,71
2641.44,87,72
2645.64,87,73
2649.85,87,72
2654.07,84,76
2658.28,87,73
2665.21,86,75
2669.46,86,73
2673.7,86,73
2677.9,85,73
2682.1,87,72
2686.31,88,72
2690.54,85,72
2694.79,86,73
2699.01,88,75
2703.22,86,70
2707.42,79,72
2711.62,71,75
2715.83,64,76
2720.04,55,80
2724.28,47,77
2729.19,45,74
2733.41,41,72
2740.34,41,79
2744.54,43,73
2748.8,44,73
2753,45,72
2757.22,43,74
2761.45,42,72
2765.67,42,74
2769.87,42,75
2774.09,42,73
2778.29,42,73
2782.51,43,72
2786.76,42,74
2790.98,41,72
2795.19,42,74
2799.41,40,73
2803.62,44,75
2807.83,41,74
2812.04,42,76
2816.24,42,73
2820.44,42,74
2824.64,42,75
2828.87,42,73
2833.1,44,74
2837.36,41,75
2844.26,41,72
2848.5,42,72
2853.06,42,75
2857.28,43,71
2861.49,41,73
2865.68,40,74
2869.89,43,74
2874.11,42,72
2878.32,41,72
2882.54,40,74
2886.75,41,71
2890.96,40,73
2895.17,42,73
2899.37,42,75
2903.63,42,74
2907.85,43,75
2912.09,41,74
2916.3,41,75
2923.42,41,73
2931.66,41,77
2940.14,41,74
2948.41,43,73
2956.87,46,73
2965.14,65,76
2973.39,65,76
2980.76,88,85
2984.98,97,93
2990.09,109,101
2994.29,121,107
2998.5,125,108
3002.71,125,108
3006.92,123,112
3011.18,121,107
3015.39,121,106
3019.61,121,106
3023.81,124,107
3028.06,124,107
3032.27,125,108
3036.51,124,110
3040.73,123,112
3044.98,125,109
3049.21,122,106
3053.44,124,105
3057.64,125,111
3061.86,123,112
3066.08,123,109
3070.28,125,111
3074.8,122,109
3079.01,126,112
3085.76,125,109
3090.06,124,110
3094.28,125,108
3098.51,126,113
3102.73,126,116
3106.96,124,109
3111.17,124,113
3115.37,126,112
3119.57,126,112
3123.79,125,109
3128.01,125,107
3132.23,123,113
3136.44,126,109
3140.65,125,112
3144.85,123,114
3149.05,124,112
3153.26,122,110
3157.47,124,109
3161.71,123,111
3166.59,126,116
3170.8,121,109
3177.4,125,108
3181.61,123,110
3185.82,126,115
3190.04,124,113
3194.27,125,113
3198.49,128,106
3202.7,128,93
3206.91,127,79
3211.11,126,74
3215.32,126,68
3219.53,126,67
3223.76,125,70
3227.98,127,69
3232.19,127,73
3236.39,127,73
3240.6,126,70
3244.8,125,72
3249.01,126,71
3253.22,128,72
3257.43,125,66
3261.66,125,66
3265.87,125,66
3270.08,127,69
3274.29,125,70
3278.55,127,70
3282.77,128,73
3289.63,128,67
3293.87,128,70
3298.07,124,67
3302.27,125,69
3306.48,128,71
3310.69,126,69
3314.89,127,67
3319.09,126,67
3323.29,126,67
3327.51,126,67
3331.74,126,67
3335.98,126,67
3340.37,126,71
3344.58,126,70
3348.82,125,70
3353.04,126,69
3357.28,125,69
3361.48,125,68
3365.68,125,69
3369.88,127,68
3374.11,127,68
3378.33,126,69
3385.46,127,68
3389.68,128,72
3393.88,125,66
3398.09,126,66
3402.3,123,69
3406.52,126,66
3410.75,126,65
3414.97,127,67
3419.18,127,67
3423.38,127,64
3427.59,126,63
3431.81,126,65
3436.02,125,68
3440.24,122,68
3444.48,126,70
3448.69,124,68
3452.91,124,71
3457.11,126,65
3461.32,123,67
3465.53,125,69
3469.74,125,66
3473.99,125,66
3480.78,127,69
3484.99,126,66
3489.21,125,68
3493.42,127,69
3497.63,124,70
3501.83,125,66
3506.05,126,67
3510.3,123,68
3514.54,124,66
3518.74,125,66
3522.94,125,64
3527.14,125,64
3531.36,116,74
3535.59,105,92
3539.81,98,115
3544.02,89,130
3548.22,83,146
3552.42,78,160
3556.62,72,174
3560.84,73,177
3565.04,72,185
3569.24,74,195
3573.44,70,197
3577.66,71,193
3581.91,72,190
3586.13,70,189
3590.34,70,188
3594.56,72,188
3598.79,71,193
3603.01,73,199
3607.23,70,194
3611.43,73,193
3615.64,72,190
3619.84,71,198
3624.06,72,188
3628.27,70,194
3632.49,71,197
3636.7,71,194
3640.92,69,195
3645.13,70,195
3649.33,70,191
3653.6,72,195
3657.83,70,197
3662.07,69,198
3666.29,70,193
3670.52,71,199
3674.72,72,196
3678.93,70,199
3683.14,71,193
3687.37,72,192
3691.59,72,194
3695.82,70,198
3700.03,69,199
3704.33,72,194
3708.53,69,196
3712.73,71,193
3716.95,71,193
3721.17,69,197
3725.4,69,194
3729.62,73,197
3733.82,72,198
3738.02,72,197
3742.45,70,195
3746.66,70,200
3750.87,71,197
3755.07,71,194
3759.31,73,195
3763.53,72,202
3767.74,73,197
3771.94,72,200
3776.15,70,201
3780.37,71,192
3784.59,72,201
3788.82,72,201
3793.02,70,195
3797.23,72,198
3801.44,72,191
3805.64,70,196
3809.85,73,191
3814.06,80,182
3818.26,93,170
3822.46,101,154
3826.68,107,139
3830.89,107,127
3835.14,111,113
3839.35,113,104
3843.57,114,101
3847.79,116,99
3852.07,113,103
3856.27,113,113
3860.47,113,111
3864.68,112,109
3868.88,115,103
3873.11,115,104
3877.32,114,104
3881.56,115,106
3885.95,113,102
3890.18,112,106
3894.38,116,103
3898.59,111,106
3902.8,112,102
3907.01,116,105
3911.46,115,107
3915.7,113,102
3919.92,112,102
3924.12,116,104
3928.33,113,102
3932.55,113,105
3936.77,115,105
