60  143  48  20,8466118253552  0  0  0  0
66  144  48  25,0134990151458  0  0  0  0
66  146  48  29,1802212073246  0  0  0  0
64  144  48  33,34718694861  0  0  0  0
63  145  48  37,5237639981527  0  0  0  0
62  144  48  41,6905536893545  0  0  0  0
63  146  48  45,8574483790366  0  0  0  0
64  143  48  50,0243016219502  0  0  0  0
63  141  48  54,1914852548187  1  0  0  0
64  143  48  58,3583613921377  1  0  0  0
63  146  48  62,5253800273943  1  0  0  0
65  144  48  66,6922972167508  1  0  0  0
63  143  48  75,0260747541812  1  0  0  0
64  143  48  79,1930444427778  1  0  0  0
65  147  48  83,3707689757122  1  0  0  0
65  145  49  87,5377911635489  1  0  0  0
65  147  49  91,7048397983713  1  0  0  0
64  143  48  95,8717009359075  1  0  0  0
62  143  48  100,038509574204  1  0  0  0
65  145  48  104,205550314403  1  0  0  0
65  147  49  108,372283953785  1  0  0  0
65  145  48  112,539122196916  1  0  0  0
63  146  48  116,705836889203  1  0  0  0
65  145  49  120,872563028693  1  0  0  0
68  143  48  125,039427718809  1  0  0  0
62  144  48  129,206258462049  1  0  0  0
67  145  48  133,426788428062  1  0  0  0
66  145  49  137,593735616985  1  0  0  0
64  145  49  141,760843856207  1  0  0  0
64  145  49  145,927614995046  1  0  0  0
64  145  49  150,094284687985  1  0  0  0
64  146  49  154,261003327583  1  0  0  0
63  148  48  178,825536340921  1  0  0  0
64  146  49  178,825536340921  1  0  0  0
66  143  49  182,992599580796  1  0  0  0
65  146  49  187,159306773191  1  0  0  0
66  145  49  191,326238962331  1  0  0  0
63  145  49  195,49306260041  1  0  0  0
64  146  49  199,660107287921  1  0  0  0
66  144  49  203,826821980208  1  0  0  0
63  144  49  207,993761669239  1  0  0  0
65  144  49  216,331882433281  1  0  0  0
64  143  49  220,498788175434  1  0  0  0
65  143  49  224,665648918239  1  0  0  0
67  144  49  228,832468214276  1  0  0  0
66  144  49  232,999535401461  1  0  0  0
64  146  49  237,166659035198  1  0  0  0
66  144  49  241,333703722709  1  0  0  0
66  146  49  245,520297074648  1  0  0  0
64  145  49  249,687330314956  1  0  0  0
63  145  49  253,854375002467  1  0  0  0
65  143  49  258,021209693018  1  0  0  0
67  146  49  262,187905832942  1  0  0  0
65  146  49  266,354759075855  1  0  0  0
67  145  49  270,523356240896  1  0  0  0
65  144  49  274,690457374959  1  0  0  0
64  143  49  278,857277065727  1  0  0  0
62  143  49  283,024276753889  1  0  0  0
65  144  49  287,191148943897  1  0  0  0
65  144  49  287,191148943897  1  0  0  0
63  146  49  291,370272009221  1  0  0  0
63  142  49  295,537177751375  1  0  0  0
64  146  49  299,704248885871  1  0  0  0
64  145  49  303,871064629328  1  0  0  0
65  145  49  308,037827873544  1  0  0  0
64  142  49  312,204891508149  1  0  0  0
65  145  49  316,37162120022  1  0  0  0
65  146  49  320,538545889467  1  0  0  0
63  147  49  324,70544413173  1  0  0  0
66  143  49  328,872147376814  1  0  0  0
66  144  49  333,038970620162  1  0  0  0
80  140  50  341,372876445209  1  0  0  0
88  141  50  345,539838633915  1  0  0  0
93  137  49  349,706568325985  1  0  0  0
98  133  49  353,87358301393  1  0  0  0
106  137  49  358,143012666922  1  0  0  0
109  136  49  362,309929856278  1  0  0  0
115  138  49  366,476794546395  1  0  0  0
116  136  49  370,643745682628  1  0  0  0
113  136  48  374,810685371659  1  0  0  0
113  136  48  378,977493615224  1  0  0  0
114  136  48  383,144406857269  1  0  0  0
113  137  48  415,135793824037  1  0  0  0
115  138  48  415,135793824037  1  0  0  0
114  142  47  423,46947109976  1  0  0  0
116  139  48  427,636316842782  1  0  0  0
117  142  47  431,803414029534  1  0  0  0
119  142  47  435,970196220844  1  0  0  0
116  140  47  440,151153206993  1  0  0  0
116  139  47  444,317987897544  1  0  0  0
115  139  47  448,484927586574  1  0  0  0
116  143  47  452,652017273434  1  0  0  0
117  141  47  456,818844464093  1  0  0  0
118  140  47  460,985683101955  1  0  0  0
117  140  47  465,152559239274  1  0  0  0
118  143  46  469,319536427762  1  0  0  0
115  143  46  469,319536427762  1  0  0  0
118  141  46  473,513539277721  1  0  0  0
118  143  46  477,680280416994  1  0  0  0
117  142  46  481,846954057244  1  0  0  0
118  141  46  486,013867299289  1  0  0  0
115  144  46  490,186817953951  1  0  0  0
117  138  46  494,353558698493  1  0  0  0
120  142  46  498,520475887849  1  0  0  0
117  143  46  502,687347683126  1  0  0  0
117  138  46  506,854114874653  1  0  0  0
119  139  46  511,021126010018  1  0  0  0
121  139  45  515,187852149508  1  0  0  0
123  139  46  519,354578288998  1  0  0  0
129  135  45  527,698668966633  1  0  0  0
124  137  45  531,865661154904  1  0  0  0
126  138  45  536,032769394127  1  0  0  0
128  140  45  540,199694083375  1  0  0  0
127  136  45  544,366768770452  1  0  0  0
126  141  45  548,533505962414  1  0  0  0
126  141  45  552,700179207933  1  0  0  0
125  139  45  556,867201395769  1  0  0  0
128  140  45  561,034186084149  1  0  0  0
128  141  45  565,206724244781  1  0  0  0
126  137  45  569,373416437394  1  0  0  0
125  141  45  575,720267075082  1  0  0  0
126  139  45  575,720267075082  1  0  0  0
125  140  45  579,887127817887  1  0  0  0
126  136  45  588,252986733087  1  0  0  0
126  135  45  592,419903527712  1  0  0  0
127  134  45  596,586978214789  1  0  0  0
128  136  44  600,754082901432  1  0  0  0
128  135  45  604,920929039185  1  0  0  0
127  134  45  609,087797676613  1  0  0  0
129  136  44  613,254485921914  1  0  0  0
126  136  45  617,421264165914  1  0  0  0
127  137  44  621,587997410564  1  0  0  0
128  137  44  621,587997410564  1  0  0  0
125  135  45  652,114104532698  1  0  0  0
125  138  44  660,49798568705  1  0  0  0
126  139  44  664,665626813296  1  0  0  0
126  138  44  668,832742552411  1  0  0  0
124  136  45  672,999734740682  1  0  0  0
126  137  44  677,166783375504  1  0  0  0
124  137  44  681,33374951152  1  0  0  0
125  136  44  685,500767752046  1  0  0  0
128  136  44  689,667797439774  1  0  0  0
128  139  44  693,834531079156  1  0  0  0
126  137  44  698,00133577014  1  0  0  0
127  138  44  702,168395457434  1  0  0  0
126  139  44  706,335188701216  1  0  0  0
128  138  44  710,50229733517  1  0  0  0
125  139  44  714,672653027391  1  0  0  0
125  139  44  718,84004665722  1  0  0  0
128  139  44  723,007147791282  1  0  0  0
125  140  44  727,174001034196  1  0  0  0
125  139  45  731,340726778955  1  0  0  0
127  140  44  735,507426471459  1  0  0  0
125  140  45  735,507426471459  1  0  0  0
127  139  44  739,677951108603  1  0  0  0
125  138  45  743,844624748853  1  0  0  0
126  141  44  748,011527333157  1  0  0  0
126  139  45  752,178290972105  1  0  0  0
127  138  44  756,345309607361  1  0  0  0
126  141  45  760,512219296826  1  0  0  0
126  140  45  764,679147933385  1  0  0  0
124  142  44  768,84600512361  1  0  0  0
126  140  45  773,013106257673  1  0  0  0
127  139  45  777,183484449567  1  0  0  0
125  141  45  781,369852804762  1  0  0  0
126  140  45  785,536604996507  1  0  0  0
127  141  45  789,703555738009  1  0  0  0
127  137  45  793,870303982442  1  0  0  0
122  137  45  798,037314723077  1  0  0  0
128  136  45  802,204036915255  1  0  0  0
126  139  45  806,376054030797  1  0  0  0
126  137  45  814,709918803807  1  0  0  0
127  137  45  818,876618496311  1  0  0  0
128  137  45  823,043554632762  1  0  0  0
126  137  45  827,210644319622  1  0  0  0
127  138  45  831,377647955096  1  0  0  0
127  138  45  835,544433698986  1  0  0  0
126  137  45  839,711373388017  1  0  0  0
128  136  45  843,878331629411  1  0  0  0
126  137  45  848,045451315836  1  0  0  0
126  138  45  852,212447451419  1  0  0  0
128  137  45  856,379199643163  1  0  0  0
128  138  45  897,108567639153  1  0  0  0
125  136  45  897,108567639153  1  0  0  0
127  134  45  905,442518068818  1  0  0  0
126  135  45  909,609232761105  1  0  0  0
128  137  46  913,77608995133  1  0  0  0
130  135  45  917,942797143726  1  0  0  0
130  135  46  922,153873693934  1  0  0  0
129  134  46  926,320903381662  1  0  0  0
128  135  45  930,487903069824  1  0  0  0
127  137  45  934,654722760592  1  0  0  0
129  132  46  938,821474952336  1  0  0  0
129  135  46  942,990102116943  1  0  0  0
129  135  46  942,990102116943  1  0  0  0
129  135  45  947,157053253177  1  0  0  0
129  136  45  951,324064388542  1  0  0  0
128  135  45  955,491173022496  1  0  0  0
129  135  46  959,658270209247  1  0  0  0
128  136  46  963,902365228925  1  0  0  0
128  136  46  972,236143555817  1  0  0  0
127  136  46  976,402869695307  1  0  0  0
127  135  45  980,569693333386  1  0  0  0
128  135  45  984,736617627903  1  0  0  0
129  133  45  988,903347319973  1  0  0  0
127  135  46  993,070163458161  1  0  0  0
128  136  46  997,237114594394  1  0  0  0
126  134  46  1001,41060524124  1  0  0  0
126  136  45  1005,57770992788  1  0  0  0
127  134  46  1009,74468356379  1  0  0  0
127  135  45  1013,9116382526  1  0  0  0
129  135  46  1018,0783568922  1  0  0  0
130  135  45  1022,24537552746  3  0  0  0
126  136  46  1026,41234521606  3  0  0  0
130  136  45  1030,59053829484  3  0  0  0
129  135  46  1034,75742193205  3  0  0  0
126  135  45  1038,92453056601  3  0  0  0
128  135  45  1038,92453056601  3  0  0  0
126  137  46  1043,09155630642  3  0  0  0
127  134  45  1047,25855599458  3  0  0  0
127  136  46  1051,42539463245  3  0  0  0
128  136  46  1055,59226682245  3  0  0  0
129  134  46  1059,75919545901  3  0  0  0
127  136  46  1063,92621409427  3  0  0  0
129  134  46  1068,09324022942  3  0  0  0
127  131  46  1072,26197633982  3  0  0  0
129  137  45  1076,42976351658  3  0  0  0
128  132  45  1080,59685675602  3  0  0  0
130  133  46  1084,76378144527  3  0  0  0
129  132  45  1093,09761937656  3  0  0  0
129  133  46  1097,26439012067  3  0  0  0
128  136  46  1101,43109731307  3  0  0  0
129  136  45  1137,40591662489  3  0  0  0
129  134  46  1137,40591662489  3  0  0  0
128  137  45  1141,57299131197  3  0  0  0
128  139  46  1145,73982994983  3  0  0  0
127  138  46  1149,9069121368  3  0  0  0
126  138  45  1154,07369827542  3  0  0  0
127  139  46  1158,24680682253  3  0  0  0
129  138  45  1162,41371256469  3  0  0  0
129  137  46  1166,5888271354  3  0  0  0
130  137  46  1174,92261256745  3  0  0  0
128  139  46  1179,08941725843  3  0  0  0
129  138  45  1183,25620300233  3  0  0  0
127  137  46  1187,42312019168  3  0  0  0
129  137  46  1191,59017987898  3  0  0  0
127  139  45  1195,75709706833  3  0  0  0
130  137  46  1199,92399175801  3  0  0  0
127  138  46  1204,09084144835  3  0  0  0
128  137  46  1208,25751469387  3  0  0  0
128  137  45  1212,52935141728  3  0  0  0
128  138  45  1216,69629505362  3  0  0  0
130  137  46  1220,86332474135  3  0  0  0
128  138  46  1225,03002048655  3  0  0  0
130  137  46  1225,03002048655  3  0  0  0
128  139  46  1229,1968666243  3  0  0  0
127  138  45  1233,36393381148  3  0  0  0
130  138  46  1237,53091849986  3  0  0  0
127  139  46  1241,69797818716  3  0  0  0
131  138  46  1245,87520377995  3  0  0  0
128  138  46  1250,0422820196  3  0  0  0
125  137  46  1254,21164062099  3  0  0  0
127  137  46  1258,37997528983  3  0  0  0
128  138  46  1262,54690747897  3  0  0  0
128  138  45  1266,71494215215  3  0  0  0
128  138  46  1270,88205039138  3  0  0  0
128  138  46  1275,04913613092  3  0  0  0
129  134  46  1279,21587332289  3  0  0  0
129  138  46  1287,54965520236  3  0  0  0
130  137  46  1291,72041628345  3  0  0  0
128  138  46  1295,88729242077  3  0  0  0
128  138  45  1300,05422855722  3  0  0  0
129  137  46  1304,2209318023  3  0  0  0
128  139  45  1308,38793149047  3  0  0  0
126  135  46  1312,55500617754  3  0  0  0
129  135  45  1316,72196836625  3  0  0  0
128  141  46  1320,88895700194  3  0  0  0
129  139  46  1325,0556941939  3  0  0  0
128  137  46  1329,22243888575  3  0  0  0
129  136  45  1333,38946857348  3  0  0  0
128  134  45  1337,55620221286  3  0  0  0
128  137  45  1341,72305585051  3  0  0  0
130  136  45  1378,40733844642  3  0  0  0
127  135  45  1378,40733844642  3  0  0  0
127  139  44  1386,7412853235  3  0  0  0
129  142  44  1390,90800001579  3  0  0  0
126  139  44  1395,07472220797  3  0  0  0
127  138  44  1399,24162439754  3  0  0  0
129  139  44  1403,40845908809  3  0  0  0
127  137  44  1407,57552627528  3  0  0  0
126  141  44  1411,74234951863  3  0  0  0
114  141  44  1415,90930420744  3  0  0  0
110  143  44  1420,07617995003  3  0  0  0
101  147  44  1424,30905868468  3  0  0  0
91  150  43  1428,47592692737  3  0  0  0
85  156  43  1432,6428855635  3  0  0  0
75  159  43  1436,80976564813  3  0  0  0
63  168  43  1440,97659639137  3  0  0  0
61  169  43  1445,14334858311  3  0  0  0
51  174  42  1449,31002972325  3  0  0  0
45  176  42  1453,47673691565  3  0  0  0
40  181  42  1457,64377765585  3  0  0  0
38  179  42  1457,64377765585  3  0  0  0
40  185  42  1461,81076234423  3  0  0  0
38  182  42  1465,9840694411  3  0  0  0
39  180  42  1470,15105807679  3  0  0  0
37  183  42  1474,31802776539  3  0  0  0
40  181  42  1478,48488140303  3  0  0  0
34  185  42  1482,65389856199  3  0  0  0
36  188  41  1486,82705921362  3  0  0  0
38  184  42  1490,99956026952  3  0  0  0
40  185  41  1495,16640601254  3  0  0  0
37  183  41  1499,33339070092  3  0  0  0
37  184  41  1503,50028894319  3  0  0  0
