1	515	570	50	80
A	710	100	50	80
2	320	670	50	80
B	495	228	50	80
3	780	690	50	80
C	320	80	50	80
4	130	550	50	80
D	930	185	50	80
5	955	560	50	80
E	105	165	50	80
