44051.9,108,116
44059,121,120
44063.2,121,197
44068.1,121,197
44072.4,121,197
44076.8,121,197
44081,121,197
44085.2,121,197
44089.4,121,197
44093.7,121,197
44097.9,121,197
44102.1,121,197
44106.3,121,197
44110.6,121,197
44114.8,121,197
44118.9,121,197
44123.2,121,197
44127.4,121,197
44131.6,121,197
44135.8,121,197
44140,121,197
44144.2,121,197
44148.4,121,197
44152.7,121,197
44156.9,121,197
44161.1,156,316
44165.3,145,185
44172.5,146,200
44180.8,141,204
44189.2,144,218
44197.5,148,227
44205.9,146,241
44214.2,146,254
44222.5,148,260
44230.9,148,266
44239.4,148,266
44246.6,146,269
44250.8,150,279
44255.9,150,278
44260.1,149,278
44264.4,150,272
44268.6,147,268
44272.8,146,272
44277,148,261
44281.2,148,252
44285.5,146,247
44289.7,147,255
44293.9,143,235
44298.1,146,235
44302.3,147,235
44306.5,145,222
44310.8,145,222
44315,144,219
44319.2,146,215
44323.4,145,216
44327.6,147,217
44331.8,145,213
44336.1,143,209
44340.2,146,217
44344.5,143,215
44348.7,146,217
44355.6,141,214
44360,146,210
44364.2,143,219
44368.4,146,216
44372.7,144,213
44376.9,146,217
44381.1,145,219
44385.3,142,223
44389.5,147,223
44393.7,143,222
44397.9,144,233
44402.2,147,218
44406.4,145,220
44410.6,143,217
44414.8,143,217
44419,143,217
44423.2,144,232
44427.4,143,238
44431.6,143,238
44435.9,143,238
44440.1,143,238
44444.3,143,238
44448.5,143,238
44452.7,143,238
44456.9,143,238
44461.2,143,238
44468,143,238
44472.2,143,238
44476.4,143,238
44480.7,143,238
44484.9,143,238
44489.1,143,238
44493.3,107,211
44497.5,110,188
44501.7,111,190
44506,110,184
44511.3,112,181
44515.5,107,173
44522.2,107,172
44526.4,111,169
44530.6,109,162
44534.8,111,173
44539.1,110,159
44543.3,108,160
44547.5,111,160
44551.7,109,157
44555.9,111,160
44560.1,106,160
44564.3,109,162
44568.5,109,159
44572.7,108,155
44576.9,108,163
44581.2,109,162
44585.4,106,162
44589.6,109,167
44593.8,112,162
44598,110,168
44602.2,106,165
44606.4,108,163
44610.7,110,166
44614.8,112,173
44619.1,109,167
44623.3,109,164
44627.5,109,166
44631.7,109,166
44637.2,109,165
44641.4,108,184
44645.6,111,166
44649.9,106,165
44654.1,109,162
44658.4,111,166
44662.6,110,164
44666.8,107,164
44671,106,164
44675.2,109,161
44679.4,109,155
44683.6,111,157
44687.9,110,163
44692.1,108,155
44696.5,102,144
44700.7,89,140
44704.9,89,140
44709.1,89,140
44713.3,89,140
44717.6,89,140
44721.8,89,140
44726.1,89,140
44730.3,89,140
44734.5,89,140
44738.7,77,111
44742.9,77,111
44747.1,77,111
44751.3,78,102
44755.6,78,102
44759.8,78,99
44764,78,97
44768.2,78,97
44772.4,78,93
44776.6,78,94
44780.8,80,91
44785.1,78,94
44789.3,79,91
44793.5,76,94
44797.7,79,95
44801.9,79,97
44806.1,76,97
44810.3,77,100
44814.5,74,103
44818.7,76,111
44823,76,111
44827.2,76,111
44831.4,75,117
44835.6,72,121
44839.8,72,121
44844.1,72,121
44848.3,71,131
44852.5,72,135
44856.7,74,159
44860.9,74,159
44865.1,74,159
44869.3,71,175
44873.5,71,175
44877.7,71,175
44881.9,71,175
44886.1,71,175
44890.4,71,175
44894.6,71,175
44898.9,71,175
44903.1,71,175
44907.3,71,175
44911.5,71,175
44915.8,81,271
44920,81,271
44924.2,81,271
44928.4,83,276
44932.6,83,276
44936.9,83,276
44941.1,83,276
44945.3,83,276
44949.6,83,276
44953.8,83,276
44958,83,276
44962.2,83,276
44966.4,83,276
44970.6,83,276
44974.8,83,276
44979.1,83,276
44983.3,83,276
44987.5,83,276
44991.7,83,276
44995.9,83,276
45000.1,83,276
45004.4,115,282
45008.6,117,304
45012.8,122,308
45017,120,310
45021.2,129,315
45025.4,125,313
45029.6,122,305
45033.8,123,311
45038.1,121,310
45042.3,124,309
45046.5,122,312
45050.7,127,316
45055,125,316
45059.2,127,316
45063.4,127,320
45067.6,130,323
45071.8,126,325
45076.1,128,329
45080.2,127,330
45084.4,127,335
45088.7,129,333
45092.9,127,336
45097.1,129,335
45101.3,127,334
45105.5,126,331
45109.7,125,332
45113.9,129,333
45118.1,127,328
45122.3,126,329
45126.5,125,325
45130.7,124,321
45134.9,124,321
45139.2,126,319
45143.4,125,315
45147.6,123,314
45151.8,124,314
45156.1,121,314
45160.3,126,313
45164.5,120,315
45168.7,121,315
45172.9,126,318
45177.1,122,316
45181.3,123,319
45185.5,123,317
45189.8,121,318
45194,126,316
45198.2,122,309
45202.4,124,314
45206.6,124,310
45210.8,120,308
45215,123,303
45219.2,123,303
45223.5,122,296
45227.7,124,293
45231.9,118,287
45236.1,121,288
45240.3,119,277
45244.5,116,276
45248.8,117,271
45253,114,266
45257.2,118,260
45261.4,118,260
45265.7,115,235
45269.9,115,235
45274.1,114,251
45278.3,118,255
45282.5,118,253
45286.7,115,250
45290.9,116,233
45295.2,116,233
45299.3,115,247
45303.6,112,249
45307.8,115,248
45312.2,115,248
45316.5,116,252
45320.7,109,246
45324.9,108,242
45329.2,110,243
45333.4,112,251
45337.6,112,244
45341.8,108,253
45346,108,249
45350.2,108,249
45354.4,107,257
45358.7,109,258
45362.9,109,257
45367.1,106,255
45371.3,110,258
45375.5,109,260
45379.7,109,260
45383.9,107,257
45388.1,109,255
45392.4,109,255
45396.6,107,252
45400.8,107,249
45405.1,108,249
45409.3,108,252
45413.5,107,250
45417.7,106,244
45421.9,104,241
45426.1,104,241
45430.3,104,241
45434.5,105,229
45438.8,108,233
45443,107,232
45447.2,106,226
45451.4,106,226
45455.7,104,220
45459.8,106,218
45464.1,105,217
45468.3,102,213
45472.5,107,214
45476.7,105,212
45481.2,103,218
45485.4,103,218
45489.6,106,213
45493.8,103,212
45498,103,212
45502.2,104,218
45506.5,106,209
